player_id,current_team,first_name,last_name,position,photo,games_played,goals,assists,points,plus_minus,pim,game_winning_goals,ot_goals,shots,shooting_pctg,power_play_goals,power_play_points,shorthanded_goals,shorthanded_points
8476919,1.0,Chris,Tierney,C,https://assets.nhle.com/mugs/nhl/20232024/NJD/8476919.png,43,3,7,10,2,2,0,0,23,0.130435,0,0,0,0
8476921,12.0,Jordan,Martinook,L,https://assets.nhle.com/mugs/nhl/20232024/CAR/8476921.png,73,13,14,27,-2,32,1,0,135,0.096296,0,0,1,1
8478970,12.0,Jalen,Chatfield,D,https://assets.nhle.com/mugs/nhl/20232024/CAR/8478970.png,64,8,14,22,10,20,2,0,83,0.096386,0,0,0,0
8481019,52.0,David,Gustafsson,C,https://assets.nhle.com/mugs/nhl/20232024/WPG/8481019.png,35,2,2,4,-3,0,0,0,21,0.095238,0,0,0,0
8476923,29.0,Damon,Severson,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8476923.png,57,7,15,22,-12,41,0,0,72,0.097222,0,3,0,2
8476925,18.0,Colton,Sissons,C,https://assets.nhle.com/mugs/nhl/20232024/NSH/8476925.png,72,15,19,34,-1,28,2,0,117,0.128205,3,7,3,4
8476917,2.0,Adam,Pelech,D,https://assets.nhle.com/mugs/nhl/20232024/NYI/8476917.png,47,1,12,13,-4,25,1,1,57,0.017544,0,0,0,1
8478975,25.0,Mason,Marchment,L,https://assets.nhle.com/mugs/nhl/20232024/DAL/8478975.png,72,20,31,51,22,50,2,0,129,0.155039,5,10,0,0
8476927,23.0,Teddy,Blueger,C,https://assets.nhle.com/mugs/nhl/20232024/VAN/8476927.png,58,5,20,25,9,23,0,0,85,0.058824,0,0,1,2
8476931,10.0,Jake,McCabe,D,https://assets.nhle.com/mugs/nhl/20232024/TOR/8476931.png,64,7,18,25,13,46,2,0,64,0.109375,1,2,0,1
8474884,28.0,Mike,Hoffman,C,https://assets.nhle.com/mugs/nhl/20232024/SJS/8474884.png,61,10,12,22,-22,20,1,0,68,0.147059,3,6,0,0
8476934,24.0,Brock,McGinn,L,https://assets.nhle.com/mugs/nhl/20232024/ANA/8476934.png,24,1,2,3,-5,4,0,0,24,0.041667,0,0,0,0
8481032,54.0,Paul,Cotter,C,https://assets.nhle.com/mugs/nhl/20232024/VGK/8481032.png,66,7,16,23,-8,41,0,0,95,0.073684,2,4,0,0
8470794,25.0,Joe,Pavelski,C,https://assets.nhle.com/mugs/nhl/20232024/DAL/8470794.png,73,25,35,60,9,20,3,1,177,0.141243,10,18,0,0
8476941,55.0,Connor,Carrick,D,https://assets.nhle.com/mugs/nhl/20232024/SEA/8476941.png,1,0,1,1,3,0,0,0,2,0.0,0,0,0,0
8481043,14.0,Cole,Koepke,L,https://assets.nhle.com/mugs/nhl/20232024/TBL/8481043.png,9,0,2,2,0,0,0,0,9,0.0,0,0,0,0
8476948,,Charles,Hudon,L,https://assets.nhle.com/mugs/nhl/latest/8476948.png,9,0,0,0,-2,2,0,0,18,0.0,0,0,0,0
8476952,52.0,Dominic,Toninato,C,https://assets.nhle.com/mugs/nhl/20232024/WPG/8476952.png,15,1,4,5,7,6,1,0,12,0.083333,0,0,0,0
8476958,12.0,Jaccob,Slavin,D,https://assets.nhle.com/mugs/nhl/20232024/CAR/8476958.png,73,5,25,30,15,6,0,0,133,0.037594,0,0,2,3
8481056,18.0,Spencer,Stastney,D,https://assets.nhle.com/mugs/nhl/20232024/NSH/8481056.png,10,1,0,1,7,4,1,0,6,0.166667,0,0,0,0
8476960,16.0,Andreas,Athanasiou,C,https://assets.nhle.com/mugs/nhl/20232024/CHI/8476960.png,18,0,6,6,-9,5,0,0,31,0.0,0,2,0,0
8481058,8.0,Jesse,Ylönen,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8481058.png,53,3,4,7,2,10,0,0,48,0.0625,0,0,0,0
8476967,22.0,Brett,Kulak,D,https://assets.nhle.com/mugs/nhl/20232024/EDM/8476967.png,70,3,10,13,6,24,1,0,76,0.039474,0,0,0,0
8481068,20.0,Yegor,Sharangovich,C,https://assets.nhle.com/mugs/nhl/20232024/CGY/8481068.png,71,28,23,51,-18,6,4,1,153,0.183007,4,11,3,6
8481070,19.0,Hugh,McGing,L,https://assets.nhle.com/mugs/nhl/20232024/STL/8481070.png,5,0,0,0,-5,0,0,0,4,0.0,0,0,0,0
8481072,29.0,Tim,Berni,D,https://assets.nhle.com/mugs/nhl/20232024/CBJ/8481072.png,59,1,2,3,-26,34,0,0,58,0.017241,0,0,0,0
8479026,14.0,Philippe,Myers,D,https://assets.nhle.com/mugs/nhl/20232024/TBL/8479026.png,5,0,0,0,-2,2,0,0,6,0.0,0,0,0,0
8476979,3.0,Erik,Gustafsson,D,https://assets.nhle.com/mugs/nhl/20232024/NYR/8476979.png,70,6,24,30,6,33,1,0,83,0.072289,0,9,0,0
8481077,53.0,John,Leonard,L,https://assets.nhle.com/mugs/nhl/20232024/ARI/8481077.png,6,1,0,1,-1,0,0,0,5,0.2,0,0,0,0
8476981,8.0,Josh,Anderson,R,https://assets.nhle.com/mugs/nhl/20232024/MTL/8476981.png,67,8,10,18,-18,70,0,0,125,0.064,0,2,0,0
